search_role,title,company,location,state,salary,experience_required,description,updated,link,skills_auto,is_core_data_role
data engineer,Full Stack Developer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...Mode: Work From Office Location: Bangalore, India Department:  Engineering/ Product Development About the Role As a Full Stack Developer, you...  ...directly with stakeholders including logistics planners, and  data  scientists. If you’re passionate about end-to-end product development...",2025-12-05T17:54:27.0600000,https://jooble.org/jdp/8972840419047881210,data,False
data engineer,Jr. Full stack developer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...application traces, API responses, and error patterns to 
 identify root causes and either resolve or escalate appropriately. 

5. Perform  data  validation and debugging using SQL and MongoDB 
 queries to diagnose data mismatches, missing records, or processing 
 failures....",2026-01-03T20:38:23.5330000,https://jooble.org/jdp/920943251207554674,"ai, api, api responses, data, failures, mongodb, sql, using sql",False
data engineer,MERN Stack Developer,NetScape Labs Infotech Pvt LTD,India,N/A,Not disclosed,Not mentioned,"...# Develop  backend services  with Node.js and Express.js, ensuring scalability and security. 
# Write efficient queries and manage  data  using  MongoDB  (including Mongoose ODM). 
# Collaborate with UI/UX designers to create user-friendly interfaces. 
# Implement  authentication...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-6823773556483086227,"ability, bi, data, mongodb, scalability",False
data engineer,Full Stack Developer,Nextbase Solutions Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...Express.js, Python, Java, or .NET  (depending on tech stack). 
# Integrate  databases  (MongoDB, MySQL, PostgreSQL, etc.) and manage  data  flow. 
# Create and consume  RESTful APIs and GraphQL services  . 
# Ensure  application performance, responsiveness, and security...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4045441374456219857,"api, apis, data, database, databases, mongodb, mysql, postgresql, python, restful apis, sql",False
data engineer,WordPress Developer,WebHopers Infotech PVT. LTD.,India,N/A,Not disclosed,Not mentioned,"# Develop, customize, and maintain WordPress websites and themes. 
# Create and modify WordPress plugins as needed. 
# Integrate and manage third-party tools, APIs, and payment gateways. 
# Optimize websites for performance, SEO, and speed. 
# Troubleshoot and fix bugs...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/8625745043164495456,"ai, api, apis, maintain, maintain wordpress",False
data engineer,WordPress Developer,APPNWEB Technologies,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain WordPress websites and web applications. 
# Customize existing themes and plugins as per project requirements. 
# Implement website functionality using  PHP  ,  HTML  ,  CSS  , and  JavaScript  . 
# Ensure responsive design and cross-browser...",2025-11-01T16:50:26.6270000,https://jooble.org/jdp/1989563646086647981,"ai, html, maintain, maintain wordpress, ml",False
data engineer,Full Stack Developer,Linearloop Private Limited,India,N/A,Not disclosed,Not mentioned,"...js / Angular / Vue.js) and  backend (Node.js / Python / .NET / Java) components. 
# Design and maintain  RESTful APIs  for seamless  data  exchange between front and back end. 
# Integrate databases such as  MongoDB  ,  MySQL  , or  PostgreSQL  . 
# Write clean,...",2025-10-28T15:52:53.5830000,https://jooble.org/jdp/5250625010121822537,"ai, api, apis, data, database, databases, integrate databases, maintain, ml, mongodb, mysql, postgresql, python, restful apis, seamless, sql",False
data engineer,CMS- Wordpress Developer,Digital4design,India,N/A,Not disclosed,Not mentioned,"# Develop, maintain, and optimize  WordPress websites  for various clients and projects. 
# Customize and develop  WordPress themes  and  plugins  according to business requirements. 
# Ensure  website responsiveness, performance, and cross-browser compatibility  . 
...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-6231176610200576497,"ai, bi, browser compatibility, compatibility, maintain",False
data engineer,MERN Stack Developer,Tagline Infotech LLP,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain high-performance web applications using  MongoDB, Express.js, React.js, and Node.js. 
# Write clean, reusable, and scalable code following best practices. 
# Design and implement RESTful APIs for seamless integration between frontend and backend...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4811532222577772411,"ai, api, apis, maintain, ml, mongodb, restful apis, seamless, seamless integration",False
data engineer,Full Stack Developer,Mehta Websolution,India,N/A,Not disclosed,Not mentioned,"Develop and maintain web applications using front-end and back-end technologies. 
 Write clean, maintainable, and scalable code. 
 Design and manage databases and APIs. 
 Collaborate with UI/UX designers and product managers. 
 Troubleshoot, test, and maintain software...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7553348130328646310,"ai, api, apis, data, database, databases, maintain, maintain web, maintainable, manage data, manage database",False
data engineer,MERN Stack Developer,Keylogic Infotech Private Limited,India,N/A,Not disclosed,Not mentioned,"# Strong proficiency in  JavaScript (ES6+) . 
# Hands-on experience with  React.js  (hooks, context, Redux). 
# Good understanding of  Node.js and Express.js  for backend development. 
# Proficiency in  MongoDB  (aggregation, indexing, performance tuning). 
# Experience...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/1061350171105286644,mongodb,False
data engineer,WordPress Developer,MKR Techsoft Private Limited,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  WordPress websites  for clients and internal projects. 
# Customize existing  themes and plugins  or develop new ones as per project requirements. 
# Convert  Figma / PSD designs into functional WordPress themes  using HTML, CSS, JS, and...",2025-10-30T13:04:37.0670000,https://jooble.org/jdp/7112021320993247747,"ai, html, maintain, ml, using html",False
data engineer,UI/UX Developer,Codexial Technologies Pvt. ltd.,India,N/A,Not disclosed,Not mentioned,"# Design and develop  user interfaces (UI) for web and mobile applications using modern frameworks and tools. 
# Translate  UI/UX design wireframes, mockups, and prototypes  into high-quality, responsive code (HTML, CSS, JavaScript). 
# Collaborate with  UX designers ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/9196470528605069060,"bi, html, ml, mobile, mobile applications, user interfaces",False
data engineer,Laravel Developer,APPNWEB Technologies,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain web applications using  Laravel  ,  PHP  , and  Symfony  frameworks. 
# Create and manage  RESTful APIs  and handle third-party integrations. 
# Write clean, reusable, and optimized code following  MVC architecture  . 
# Collaborate with front-...",2025-11-01T16:50:26.4370000,https://jooble.org/jdp/-8431240206271512399,"ai, api, apis, maintain, maintain web, restful apis",False
data engineer,Laravel developer,Artisans Commerce Cloud,India,N/A,Not disclosed,Not mentioned,"...Build and integrate  RESTful APIs  for internal and third-party systems. 
# Work on  database design  ,  query optimization  , and   data  migration  . 
# Implement secure authentication and authorization mechanisms. 
# Collaborate with front-end developers to...",2025-11-01T16:50:24.9770000,https://jooble.org/jdp/-8173813432990803562,"api, apis, data, database, database design, restful apis",False
data engineer,Sr. PHP Developer,ChicMic Studios,India,N/A,Not disclosed,Not mentioned,"...troubleshoot production issues. 
# Collaborate with UI/UX, QA, and product teams for smooth delivery. 
# Ensure  application security and  data  protection  measures. 
# Work in an  Agile/Scrum  environment and contribute to sprint planning. 
# Stay updated with emerging...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/8272605972826161074,data,False
data engineer,Application Developer III,Teva Pharmaceutical Industries Ltd.,India,N/A,Not disclosed,Not mentioned,"...Access business teams. The key focus area for this role is reporting/dashboard/visualization delivery for all the US Value and Access,  Data  Analytics and Commercial Finance teams. 
 The incumbent will perform development in Tableau while ensuring best practices in data...",2025-12-11T14:41:40.4070000,https://jooble.org/jdp/-3162738477605132243,data,False
data engineer,Junior Laravel Developer,WebPlanex InfoTech Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Assist in developing and maintaining  web applications  using  Laravel framework  . 
# Write  clean, maintainable, and efficient PHP code  under guidance. 
# Help design and manage  MySQL/PostgreSQL databases  . 
# Implement  basic CRUD operations, RESTful APIs, and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2477588635008975664,"ai, api, apis, data, database, databases, maintain, maintainable, maintaining, mysql, mysql postgresql, postgresql, restful apis, sql",False
data engineer,PHP Developer,Bhanguz,India,N/A,Not disclosed,Not mentioned,"...MySQL or PostgreSQL. 
# Maintain and optimize existing web applications. 
# Collaborate with design and development teams to define and implement new features. 
# Troubleshoot, debug, and upgrade software. 
# Implement security and  data  protection measures....",2025-11-01T16:50:21.8200000,https://jooble.org/jdp/-6218155138173970303,"ai, data, maintain, mysql, postgresql, sql",False
data engineer,Android Developer,Krishna Innovative Software Pvt. Ltd,India,N/A,Not disclosed,Not mentioned,"# Design and build advanced applications for the Android platform 
# Collaborate with cross-functional teams to define, design, and ship new features 
# Write clean, maintainable, and efficient code using Java or Kotlin 
# Troubleshoot, debug, and optimize applications...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7148786910963955798,"ai, maintain, maintainable",False
data engineer,Flutter Developer,Kmphitech LLP,India,N/A,Not disclosed,Not mentioned,"# Design and develop  cross-platform mobile applications  using  Flutter and Dart  . 
# Build and maintain clean, reusable, and scalable code. 
# Integrate apps with  RESTful APIs, GraphQL, and third-party libraries  . 
# Collaborate with designers to implement pixel...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2805449688606604932,"ai, api, apis, bi, maintain, maintain clean, mobile, mobile applications, platform mobile, restful apis",False
data engineer,Android Developer,Codexial Technologies Pvt. ltd.,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain Android applications using  Kotlin  and/or  Java  . 
# Collaborate with designers, product managers, and backend developers to implement app features. 
# Integrate applications with backend services using  RESTful APIs  or  GraphQL  . 
...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7419457770324943824,"ai, api, apis, maintain, restful apis",False
data engineer,iOS Developer,Keylogic Infotech Private Limited,India,N/A,Not disclosed,Not mentioned,"# Design and build advanced applications for the iOS platform (iPhone & iPad). 
# Collaborate with cross-functional teams to define, design, and ship new features. 
# Ensure the performance, quality, and responsiveness of applications. 
# Work with APIs, third-party ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7208743827467238108,"api, apis",False
